Order,Lot Frontage,Lot Area,Overall Qual,Year Built,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Yr Sold,SalePrice
344,75,13860,8,1972,,1952,2000,2704,2,9,3,1972,2,538,2009,345000
345,88,10179,6,1997,,945,945,1608,2,7,1,1997,2,470,2009,189500
346,,11792,8,2003,188,1008,1008,2283,2,9,1,2003,3,632,2009,270000
347,60,8400,7,1996,32,384,958,1628,2,7,1,1996,2,390,2009,189000
348,42,14892,9,2006,160,1746,1746,1746,2,7,2,2006,3,758,2009,377500
349,,8530,7,1995,22,384,804,1474,2,7,1,1995,2,400,2009,168500
350,28,7296,8,2004,,2208,2522,2522,2,8,1,2004,2,564,2009,375000
351,40,5664,8,2000,,1501,1659,1659,2,5,1,2000,2,499,2009,278000
352,61,7380,8,1998,,1418,1478,1478,2,5,0,1998,2,495,2009,240000
353,57,8013,8,1995,,1587,1734,1734,2,6,0,1995,2,528,2009,239500
354,57,8923,7,1998,,384,751,1382,2,7,1,1998,2,396,2009,177500
355,74,10141,7,1998,40,832,885,1718,2,7,1,1998,2,427,2009,185000
356,60,7500,6,1998,,952,952,1636,2,7,1,1998,2,440,2009,191000
357,59,7837,6,1993,,799,799,1571,2,7,1,1993,2,380,2009,178000
358,,9765,6,1993,68,680,680,1470,2,6,1,1993,2,420,2009,185000
359,,8803,6,1994,,707,707,1516,2,7,1,1994,2,409,2009,181316
360,58,7250,6,1993,45,1181,1190,1190,2,6,1,1993,2,430,2009,166000
361,,9636,6,1992,,808,808,1593,2,7,1,1993,2,389,2009,178000
362,65,8125,6,1994,,702,702,1481,2,6,1,1994,2,343,2009,174000
363,,9248,6,1992,106,1158,1167,1167,2,6,0,1992,2,400,2009,173000
364,,10762,7,1999,344,978,1005,1983,2,9,1,1999,2,490,2009,225000
365,99,11851,7,1990,,1424,1442,1442,2,5,0,1990,2,500,2009,180500
366,,5814,8,1984,,1220,1360,1360,1,4,1,1984,2,565,2009,187500
367,63,17423,9,2008,748,2216,2234,2234,2,9,1,2009,3,1166,2009,501837
368,80,11844,8,2008,464,2046,2046,2046,2,7,1,2008,3,834,2009,372500
369,124,16158,7,2005,16,1530,1530,1530,2,7,1,2005,2,430,2009,260000
370,85,11900,5,1977,157,1122,946,1934,2,6,1,1977,2,567,2009,185000
371,94,13005,7,1980,278,845,1153,2353,2,10,1,1983,2,484,2009,260000
372,48,17043,6,1979,,1362,1586,1586,2,7,1,1979,2,435,2009,181000
373,85,11900,7,1977,209,1386,1411,1411,2,6,1,1977,2,544,2009,82500
374,,16635,6,1977,126,1602,1602,1602,2,8,1,1977,2,529,2009,215000
375,,13250,7,1978,256,832,1154,2050,2,8,1,1978,2,529,2009,154000
376,80,10928,6,1978,101,1427,1671,1671,2,7,1,1978,2,484,2009,200000
377,,12388,7,1980,229,1043,1539,2673,2,9,1,1980,2,441,2009,249000
378,,14115,7,1980,225,1372,1472,1472,2,6,2,1980,2,588,2009,187500
379,80,11088,6,1978,144,1140,1707,1707,2,7,1,1978,2,479,2009,184000
380,80,9600,8,1981,,2524,2524,2524,2,9,1,1981,2,542,2009,278000
381,82,11880,7,1978,206,1271,1601,1601,2,7,1,1978,2,478,2009,157000
382,80,10400,7,1976,189,1090,1370,1370,2,6,1,1976,2,479,2009,152000
383,,10304,5,1976,44,780,1088,1868,2,9,1,1976,2,484,2009,197500
384,70,7000,7,2003,,926,1016,1884,2,7,1,2003,2,581,2009,240900
385,75,8004,8,2009,110,832,832,1935,2,8,0,2009,2,552,2009,263435
386,,7500,8,2000,,1058,1058,1874,2,7,1,2000,2,588,2009,220000
387,,8470,8,2002,,972,972,1811,2,7,1,2002,2,565,2009,235000
388,,9373,5,1975,161,1621,1621,1621,2,7,2,1975,2,478,2009,213000
389,78,10140,6,1974,196,1116,1116,1116,2,6,1,1974,2,528,2009,167900
390,85,11050,7,1975,,1176,1193,1193,2,5,1,1975,2,506,2009,158000
391,78,10140,6,1974,174,1064,1350,1350,2,7,1,1974,2,478,2009,165000
392,,10448,6,1972,333,689,1378,2119,2,7,1,1972,2,583,2009,158000
393,60,9000,5,1974,,896,896,1792,2,8,0,,0,0,2009,136000
394,,8750,5,1970,76,1002,1002,1002,1,5,0,1973,2,902,2009,148500
395,61,7930,6,1969,,1026,1026,1026,1,5,0,1969,2,440,2009,156000
396,,7830,5,1970,,1180,1180,1180,1,6,0,1970,2,477,2009,128000
397,,8510,5,1971,178,1043,1050,1050,1,6,0,1971,1,336,2009,143000
398,60,7038,4,1970,,864,864,864,1,5,0,2001,2,576,2009,76500
399,60,6960,4,1970,,864,864,864,1,5,0,1989,2,660,2009,120500
400,70,8120,4,1970,,864,864,864,1,5,0,1994,2,463,2009,124500
401,70,10500,4,1971,,864,864,864,1,4,0,1989,2,576,2009,97000
402,60,9000,4,1971,,864,864,864,1,5,0,1986,2,576,2009,130000
403,21,1680,6,1973,504,483,483,987,1,5,0,1973,1,264,2009,111000
404,24,2368,5,1970,312,765,765,1365,1,7,0,1970,2,440,2009,125000
405,21,1680,5,1971,142,630,630,1302,2,6,0,1991,1,280,2009,112000
406,21,1680,6,1972,425,483,483,987,1,5,0,1972,1,288,2009,97000
407,21,1680,6,1972,510,483,483,987,1,5,0,1972,1,264,2009,118000
408,21,1680,5,1972,268,630,630,1302,2,6,0,1972,1,264,2009,119500
409,,4928,6,1976,,958,958,958,2,5,0,1976,2,440,2009,143750
410,24,2308,6,1976,,804,804,1548,2,7,1,1976,2,440,2009,146000
411,24,2280,6,1976,,855,855,1456,2,7,1,1976,2,440,2009,148500
412,24,2280,7,1975,,1057,1055,1055,2,4,1,1975,2,440,2009,123000
413,24,2308,6,1974,,855,855,1322,2,6,1,1974,2,440,2009,147000
414,24,2349,6,1977,,855,855,1456,2,6,1,1977,2,440,2009,137900
415,24,2364,6,1978,,804,804,1548,2,7,1,1978,2,440,2009,147000
416,24,2289,6,1978,,855,855,1441,2,7,1,1978,2,440,2009,148500
417,24,2364,6,1978,,855,855,1456,2,6,1,1978,2,440,2009,138000
418,24,2104,7,1976,,836,836,836,1,5,0,1976,1,345,2009,128500
419,65,7150,5,1967,60,892,892,892,1,5,0,1967,1,288,2009,100000
420,,10710,5,1966,165,864,1120,1120,1,5,1,1966,2,656,2009,148800
421,96,12456,10,2006,230,1700,1718,1718,2,7,1,2008,3,786,2009,337500
422,110,14257,9,2007,726,1776,1794,2772,3,10,3,2007,3,754,2009,462000
423,104,13518,9,2008,860,1926,1966,3140,3,11,2,2009,3,820,2009,485000
424,105,15431,10,2008,200,3094,2402,2402,2,10,2,2008,3,672,2009,555000
425,108,13173,9,2006,300,1652,1652,1652,2,6,2,2006,2,840,2009,325000
426,110,14230,8,2007,640,1566,1600,1600,2,7,1,2007,3,890,2009,256300
427,98,12704,8,2008,306,2042,2042,2042,2,8,1,2009,3,1390,2009,253293
428,95,12350,9,2009,,1365,1365,2690,2,8,1,2009,3,864,2009,398800
429,96,11308,9,2008,154,1104,1130,2184,2,10,1,2008,3,836,2009,335000
430,95,12350,9,2008,450,2020,2020,2020,2,7,1,2008,3,896,2009,404000
431,94,12220,10,2009,305,2006,2020,2020,2,9,1,2009,3,900,2009,402861
432,97,13478,10,2008,420,1722,1728,2296,2,10,1,2008,3,842,2009,451950
433,105,13693,10,2007,472,2630,2674,2674,2,8,2,2007,3,762,2009,610000
434,107,13891,9,2008,424,1734,1734,2822,3,12,1,2009,3,1020,2009,582933
435,95,11578,9,2008,302,1736,1736,1736,2,7,1,2008,3,834,2009,360000
436,129,16870,8,2004,238,1782,1782,1782,2,7,2,2004,3,932,2009,296000
437,59,23303,8,2007,20,1508,1508,2520,2,10,1,2007,3,640,2009,409900
438,87,11146,8,2006,250,1709,1717,1717,2,7,1,2006,3,908,2009,255500
439,87,10367,9,2008,284,1739,1743,1743,2,8,1,2008,3,927,2009,335000
440,76,9591,8,2004,262,1713,1713,1713,2,7,1,2004,3,856,2009,274900
441,77,10872,9,2006,122,1504,1531,1531,2,6,1,2006,3,700,2009,300000
442,102,13514,9,2008,285,1774,1808,1808,2,7,1,2008,3,850,2009,324000
443,74,8834,9,2004,216,1462,1462,2224,2,10,1,2004,3,738,2009,350000
444,107,11362,8,2004,42,1836,1836,1836,2,7,1,2004,3,862,2009,280000
445,85,10655,8,2003,296,3206,1629,1629,2,7,1,2003,3,880,2009,284000
446,90,12878,7,2003,418,1760,1760,1760,2,8,1,2003,2,583,2009,269500
447,79,9541,7,2009,268,1502,1502,1502,2,7,0,2009,2,644,2009,233170
448,103,13472,10,2003,922,2392,2392,2392,2,8,1,2003,3,968,2009,386250
449,110,15274,9,2003,724,2452,2452,2452,2,10,1,2003,3,886,2009,445000
450,96,13262,8,2003,186,1082,1105,2400,3,10,1,2003,3,730,2009,290000
451,70,9658,8,2006,383,1598,1606,1606,2,6,1,2006,3,871,2009,255900
452,47,6904,6,2005,240,1358,1358,1358,2,6,1,2005,2,484,2009,213000
453,34,5381,6,2005,135,1306,1306,1306,2,5,1,2005,2,624,2009,196000
454,34,5122,6,2005,135,1306,1306,1306,2,5,1,2005,2,624,2009,184500
455,80,10307,7,2007,176,1350,1358,1358,2,6,1,2008,2,484,2009,212500
456,34,5001,7,2007,166,1314,1314,1314,2,6,1,2008,2,626,2009,230000
457,100,14836,10,2004,730,2492,2492,2492,2,8,1,2004,3,949,2009,552000
458,117,15262,8,2003,470,2200,2200,2200,2,8,1,2003,3,685,2009,382500
459,44,7390,9,2008,308,1884,1884,1884,2,6,1,2008,2,649,2009,320000
460,48,6472,9,2008,500,1451,1456,1456,2,6,1,2008,2,539,2009,248500
461,129,16770,8,2002,270,1712,1712,1712,2,8,1,2002,3,701,2009,286500
462,48,6240,8,2006,176,1324,1324,1324,2,6,1,2006,2,550,2009,254000
463,48,3480,7,2003,163,1405,1405,1405,2,6,1,2003,2,478,2009,173000
464,36,2268,7,2003,106,764,764,1626,2,6,0,2003,2,474,2009,173000
465,63,10928,7,2005,,728,728,1456,2,8,1,2005,2,390,2009,184000
466,57,8918,6,2005,,745,745,1490,2,7,1,2005,2,392,2009,167800
467,149,12589,6,2005,,742,742,1484,2,8,1,2005,2,390,2009,174000
468,122,11911,6,2005,,684,684,1560,2,6,1,2005,2,400,2009,174000
469,53,3684,7,2007,130,1373,1555,1555,2,7,1,2007,3,660,2009,174000
470,51,3635,7,2007,130,1386,1569,1569,2,7,1,2007,3,660,2009,175900
471,43,3182,7,2005,16,1373,1555,1555,2,7,1,2005,2,430,2009,192500
472,43,3182,7,2005,16,1346,1504,1504,2,7,1,2005,2,457,2009,181000
473,43,3182,7,2005,16,1220,1220,1220,2,5,1,2005,2,397,2009,180000
474,43,3182,7,2005,11,1145,1145,1145,2,5,1,2005,2,397,2009,160200
475,71,7795,7,2004,,716,716,1432,2,6,1,2004,2,432,2009,188500
476,,8068,6,2002,,1010,1010,2267,2,8,1,2002,2,390,2009,200000
477,59,9434,7,2004,,384,744,1374,2,6,1,2004,2,400,2009,170000
478,62,7984,7,2004,200,868,868,1630,2,7,1,2004,2,436,2009,189500
479,,7750,8,2002,,408,779,1419,2,7,1,2002,2,527,2009,184100
480,61,10125,7,2004,,846,846,1594,2,7,1,2004,2,434,2009,195500
481,,8965,7,2003,,782,806,1489,2,8,1,2003,2,400,2009,192000
482,,8174,7,2003,,698,698,1342,2,7,1,2003,2,393,2009,178000
483,34,5063,7,2007,166,1314,1314,1314,2,6,1,2008,2,626,2009,207500
484,,8795,7,2000,,952,980,2256,2,8,1,2000,2,554,2009,236000
485,,12891,8,2002,,870,878,2004,2,8,1,2002,3,644,2009,257500
486,,12224,6,2000,40,992,1022,2054,2,7,1,2000,2,390,2009,244000
487,61,9734,7,2004,,384,744,1374,2,7,0,2004,2,400,2009,167000
488,60,8123,6,2000,16,982,1007,1800,2,7,1,2000,2,463,2009,179000
489,42,8433,6,2000,,794,819,1514,2,7,1,2000,2,394,2009,190000
490,62,7750,7,1999,,384,774,1430,2,7,1,1999,2,400,2009,156000
491,,15896,7,1999,210,1177,1223,2312,2,8,1,1999,3,658,2009,245000
492,,24682,6,1999,,841,892,1675,2,7,1,1999,2,502,2009,181000
493,,8755,7,1999,298,992,1022,2060,2,8,1,1999,2,390,2009,214000
494,64,7848,7,1999,,384,774,1430,2,7,1,1999,2,410,2009,168000
495,82,9430,8,1999,673,1252,1268,2365,2,8,1,1999,3,856,2009,337000
496,174,15138,8,1995,506,1462,1490,2794,2,9,1,1995,3,810,2009,403000
497,106,12720,8,2000,150,1455,1466,2687,2,10,2,2000,3,810,2009,327000
498,,16545,8,1998,731,1284,1310,2450,2,7,1,1998,3,1069,2009,340000
499,98,12203,8,1998,975,1225,1276,2612,2,8,1,1998,3,676,2009,336000
500,79,10208,7,1996,921,1264,1277,2344,2,7,1,1996,3,889,2009,265000
501,,10750,8,1994,634,2024,2063,2063,2,7,2,1994,3,815,2009,315000
502,90,9900,7,1993,256,1347,1372,2646,2,9,1,1993,3,656,2009,260000
503,79,9085,7,1995,286,1070,1094,2061,2,7,1,1995,2,647,2009,260000
504,,11692,8,1993,372,1173,1215,2232,2,8,1,1993,2,623,2009,263550
505,52,46589,8,1994,528,1629,1686,2448,2,8,1,1994,3,711,2009,402000
506,,29959,7,1994,,973,979,1850,2,7,1,1994,2,467,2009,248000
507,74,9612,8,2008,72,1468,1468,1468,2,6,1,2008,3,898,2009,244600
508,86,11194,8,2008,240,1696,1696,1696,2,7,0,2008,3,972,2009,275000
509,78,10206,8,2008,294,1614,1658,1658,2,7,1,2008,3,726,2009,257500
510,78,9262,8,2008,194,1573,1578,1578,2,7,1,2008,3,840,2009,287090
511,85,10130,8,2007,260,1702,1702,1702,2,7,1,2007,3,844,2009,275500
512,76,9139,8,2006,206,1422,1432,1432,2,7,1,2006,2,492,2009,245000
513,75,9675,7,2005,,1113,1113,1971,2,8,1,2005,2,689,2009,253000
514,85,11128,9,2005,198,2458,2490,2490,2,9,2,2005,3,795,2009,468000
515,72,8640,7,2009,,900,932,1852,2,7,1,2009,2,644,2009,252678
516,75,9000,8,2008,,768,786,1590,2,6,0,2008,2,676,2009,210000
517,75,7862,6,2009,,1218,1218,1218,2,4,0,2009,2,676,2009,208300
518,90,7993,7,2008,,1436,1436,1436,2,6,0,2008,2,529,2009,225000
519,72,8640,8,2009,72,1300,1314,1314,2,6,0,2009,2,552,2009,229456
520,72,8640,7,2008,,1402,1402,1402,2,7,0,2008,2,625,2009,229800
521,112,12606,9,2007,120,1530,1530,1530,2,7,1,2008,3,984,2009,250000
522,85,9187,9,2009,162,1766,1766,1766,2,7,1,2009,3,478,2009,370878
523,75,7500,8,2006,238,1372,1448,1448,2,6,1,2006,2,692,2009,238500
524,85,11003,10,2008,160,1017,1026,2007,2,10,1,2008,3,812,2009,310000
525,84,10603,8,2006,121,900,909,1795,2,8,1,2006,3,782,2009,270000
526,85,10574,8,2005,,1082,1082,1953,2,9,1,2005,3,1043,2009,252000
527,65,8125,7,2006,100,1092,1112,1550,2,7,0,2007,2,438,2009,241000
528,65,8125,8,2008,288,1836,1836,1836,2,8,1,2009,2,517,2009,264500
529,85,10625,7,2006,,1652,1662,1662,2,8,1,2006,3,711,2009,291000
530,75,9375,7,2003,,912,912,2094,2,8,1,2003,2,615,2009,263000
531,62,7500,7,2004,,1221,1221,1221,2,6,0,2004,2,400,2009,185000
532,68,8736,7,2003,,1553,1553,1553,2,6,0,2003,2,588,2009,234500
533,65,8127,7,2003,,812,812,1653,2,6,0,2003,2,628,2009,209000
534,80,9605,7,2007,,1218,1218,1218,1,6,0,2007,2,576,2009,159000
535,63,7500,7,2006,,1141,1141,1141,1,6,0,2006,2,484,2009,152000
536,63,7500,6,2004,,1158,1158,1158,1,5,0,,0,0,2009,143500
537,96,10628,7,2004,,835,871,1812,2,8,0,2004,2,478,2009,193000
538,76,10141,8,2004,264,1512,1512,1512,2,6,0,2004,3,845,2009,203000
539,67,10083,7,2003,,1176,1200,1200,2,5,0,2003,2,555,2009,184900
540,63,13072,7,2004,,1114,1114,1114,1,6,0,2005,2,576,2009,159000
541,63,13072,5,2004,,1114,1114,1114,1,6,0,,0,0,2009,142000
542,60,12450,5,2003,,1114,1114,1114,2,6,0,2004,2,576,2009,153000
543,61,7328,7,2008,140,1450,1450,1450,2,6,0,2008,3,788,2009,224243
544,43,11492,7,1996,132,913,913,2122,2,8,1,1997,2,559,2009,220000
545,88,10994,8,2005,366,1844,1844,1844,2,7,1,2005,2,620,2009,257000
546,65,8529,7,2001,,1454,1434,1434,2,6,1,2001,2,527,2009,189000
547,70,7703,6,1992,,816,833,1730,2,6,0,1992,2,528,2009,171500
548,75,10762,6,1980,,626,626,1217,1,6,1,1980,1,288,2009,120000
549,50,7175,6,1990,,1332,1332,1332,2,5,0,1990,2,542,2009,145000
550,70,9109,7,1994,,754,754,1540,2,6,0,1994,2,495,2009,184000
551,,10274,6,1986,141,676,698,1400,2,6,0,1986,2,465,2009,162000
552,75,8250,6,1981,,0,964,1882,2,8,2,1981,2,612,2009,160000
553,60,8400,4,1950,,721,841,841,1,4,0,1950,1,294,2009,82000
554,60,9000,6,1928,,784,784,784,1,5,0,1950,2,360,2009,76000
555,63,9750,5,1962,,980,980,980,1,5,0,1969,2,400,2009,110000
556,71,7064,5,1977,153,980,980,980,1,6,0,1986,2,484,2009,135000
557,,8499,5,1961,,864,864,864,1,5,0,1982,2,732,2009,141000
558,,9079,5,1961,,864,864,864,1,5,0,1961,1,440,2009,122000
559,,9316,5,1965,,1024,1020,1020,2,5,0,1965,1,288,2009,124100
560,,7791,5,1963,,912,912,912,1,6,0,1963,1,300,2009,129000
561,80,10000,5,1961,,864,1144,1144,1,6,1,1961,1,264,2009,131400
562,60,8281,5,1965,,864,864,864,1,5,1,1965,1,360,2009,62383
563,65,7150,5,1962,60,912,912,912,1,6,0,1962,1,252,2009,123000
564,,15676,8,1980,115,2014,2014,2014,2,6,2,1980,3,864,2009,275000
565,,11949,7,1991,196,975,975,1755,2,7,1,1991,2,524,2009,235000
566,32,2880,7,2004,,1376,1376,3005,2,9,1,2004,3,704,2009,280750
567,40,3951,6,2009,76,612,612,1224,2,4,0,2009,2,528,2009,164500
568,30,3000,6,2009,76,612,612,1224,2,4,0,2009,2,528,2009,173733
569,,3830,6,2008,280,1726,1726,1726,2,6,1,2008,2,561,2009,222000
570,,4217,6,2008,252,1145,1256,1256,1,5,1,2008,2,641,2009,195000
571,34,3230,6,1999,894,729,742,1471,2,6,0,1999,2,440,2009,172500
572,34,2998,6,2000,513,756,756,1512,2,4,0,2000,2,440,2009,180000
573,35,3768,7,1999,218,691,713,1452,2,6,0,1999,2,506,2009,156000
574,24,2645,8,1999,456,970,983,1739,2,7,0,1999,2,480,2009,172500
575,,14694,8,1977,450,1694,1694,1694,2,5,1,1977,2,642,2009,318750
576,61,3782,8,1981,,1226,1226,1226,1,4,2,1981,2,484,2009,211500
577,110,15417,7,1981,,1740,1740,1740,1,7,0,1981,2,540,2009,241600
578,80,9600,8,1976,200,392,1487,2499,2,5,1,1976,2,527,2009,180500
579,,9991,4,1976,,1281,1620,1620,2,8,1,1993,2,490,2009,150000
580,78,11700,6,1968,,727,829,1556,1,8,0,1968,2,441,2009,154000
581,,11717,6,1970,571,1442,1442,1442,2,6,1,1970,2,615,2009,185000
582,,9156,6,1968,,1489,1489,1489,2,7,1,1968,2,462,2009,185750
583,,10382,7,1973,240,1107,1107,2090,2,7,2,1973,2,484,2009,200000
584,,12732,7,1974,,752,1285,2067,2,7,2,1974,2,784,2009,206000
585,,12936,6,1972,,723,735,1395,1,6,1,1972,2,497,2009,162000
586,80,10400,6,1967,256,932,1271,2640,2,8,1,1967,2,515,2009,256900
587,,17871,6,1967,359,1680,1724,1724,1,7,1,1967,2,480,2009,197900
588,80,9600,5,1969,128,1288,1336,1336,2,6,1,1969,2,502,2009,163000
589,75,9000,6,1969,200,1216,1216,1216,1,5,0,1969,1,336,2009,113000
590,,13774,7,1977,283,908,1316,2288,1,8,2,1977,2,520,2009,230000
591,80,9650,6,1977,360,1350,1334,1334,2,6,1,1977,2,630,2009,167900
592,78,10140,7,1998,,1650,1680,1680,2,7,1,1998,2,583,2009,213250
593,70,8400,8,2001,,810,810,1665,2,6,0,2001,2,528,2009,227000
594,62,7130,5,1967,,864,864,864,1,5,0,1967,1,312,2009,130000
595,80,9600,5,1967,,1568,1568,1568,1,7,0,1967,2,440,2009,143000
596,70,9100,5,1965,,925,925,925,1,5,0,1965,1,429,2009,117500
597,80,9600,7,1974,252,1165,1165,2061,2,8,1,1974,2,498,2009,168500
598,,16500,6,1971,509,1232,1320,1320,2,5,1,1971,2,495,2009,172500
599,,9790,6,1967,,1372,1342,1342,2,7,1,1967,2,457,2009,161500
600,60,7436,4,1960,,894,894,894,1,5,1,1988,2,396,2009,141500
601,65,8125,5,1959,,864,864,864,1,5,0,1960,1,308,2009,118000
602,70,9100,6,1959,,864,864,864,1,5,0,2008,1,300,2009,127500
603,,9450,4,1957,160,1040,1362,1362,1,6,1,1982,3,768,2009,140000
604,,13495,5,1956,70,1048,1728,1728,2,7,1,1956,2,576,2009,177625
605,85,11475,5,1958,95,1584,1776,1776,2,9,0,1968,3,888,2009,110000
606,100,10004,6,1964,180,1516,1516,1516,1,6,0,1964,2,472,2009,167000
607,85,9350,5,1961,217,1313,1313,1313,1,6,1,1961,2,610,2009,153000
608,115,10500,5,1964,144,1292,1292,1292,1,6,2,1964,2,520,2009,145100
609,,11000,5,1966,200,1154,1154,1154,1,6,1,1966,2,480,2009,154000
610,,8970,5,1965,,744,825,2140,2,7,1,1965,2,549,2009,177500
611,,12095,6,1964,115,1127,1445,1445,1,7,1,1964,2,645,2009,158000
612,80,9600,5,1959,132,1041,1041,1041,1,6,0,1959,1,270,2009,124500
613,85,11475,6,1961,90,1208,1576,1576,1,7,1,1961,2,368,2009,174500
614,68,9768,5,1955,,960,960,960,1,5,0,1955,1,330,2009,122000
615,50,5330,4,1940,,420,708,708,1,5,0,,0,0,2009,82500
616,,7015,5,1950,161,709,979,1203,1,5,1,1950,1,352,2009,110000
617,128,12160,6,1953,90,1505,1505,1505,1,6,1,1953,2,505,2009,149500
618,90,9900,6,1967,,1680,1691,1691,1,5,0,1967,2,550,2009,175000
619,80,9600,6,1953,238,1416,1644,1644,1,7,2,1953,2,418,2009,167000
620,80,9600,5,1956,,1050,1050,1050,1,5,0,1956,1,338,2009,128900
621,80,9600,6,1950,,856,1112,1668,1,6,0,1950,1,271,2009,140000
622,80,9600,5,1950,,1113,1113,1113,1,5,1,1950,1,264,2009,147000
623,65,8944,5,1967,,1584,1584,1584,2,8,0,1967,3,792,2009,124000
624,92,10573,6,1961,3,1453,1453,1453,2,6,1,1961,2,530,2009,187500
625,,9500,6,1963,247,1394,1394,1394,1,6,2,1963,2,514,2009,159000
626,80,14695,6,1966,210,1562,1567,1567,2,5,2,1966,2,542,2009,256000
627,85,13600,7,1965,176,768,1186,1986,2,7,3,1965,2,486,2009,205000
628,100,13000,6,1968,576,896,1182,2142,2,8,1,1968,1,509,2009,193500
629,120,13560,6,1968,216,1392,1392,1392,1,5,2,1968,2,576,2009,110000
630,,12513,4,1920,,715,1281,1738,2,7,1,1920,1,368,2009,104900
631,73,8760,5,1956,164,1169,1144,1144,1,6,0,1956,1,286,2009,150000
632,70,8400,6,1957,,1478,1478,1478,1,6,2,1957,2,442,2009,156500
633,,12285,7,1960,128,1329,1329,1329,1,5,2,1960,2,441,2009,176000
634,66,9240,6,1959,,988,988,988,2,6,0,1959,1,297,2009,149500
635,80,9600,6,1958,183,1240,1632,1632,2,6,1,1958,1,338,2009,139000
636,66,12400,6,1958,176,1215,1215,1215,1,6,0,1958,1,297,2009,155000
637,70,8750,5,1956,,1202,1202,1202,1,6,0,1956,1,304,2009,120000
638,70,8750,5,1955,,1382,1382,1382,1,6,0,1955,1,350,2009,153000
639,80,10400,4,1956,,1200,1200,1200,1,6,2,1956,1,294,2009,144000
640,120,19296,6,1962,399,1362,1382,1382,1,6,1,1991,2,884,2009,176000
641,74,8532,5,1954,650,1297,1297,1297,1,5,1,1954,2,498,2009,153000
642,76,9482,5,1958,657,1866,1866,1866,2,8,0,1958,2,495,2009,135000
643,53,8128,6,1954,80,1062,1062,1062,1,6,0,1954,1,297,2009,131000
644,79,10634,5,1953,,608,1319,1319,1,5,0,1953,1,270,2009,123000
645,67,13070,5,1951,,631,1112,1112,1,5,0,1951,2,480,2009,126000
646,60,10434,4,1955,,1005,1005,1005,1,5,1,1977,2,672,2009,115000
647,75,14559,5,1951,70,1008,1363,1363,1,6,2,1951,1,288,2009,164900
648,80,8480,5,1945,,793,793,793,1,4,0,1945,1,240,2009,113000
649,60,7626,5,1952,,1031,1031,1031,1,5,0,1952,1,230,2009,145500
650,75,9533,5,1953,140,0,1210,1210,1,7,0,1953,1,616,2009,102900
651,107,10615,3,1900,,978,1014,1699,2,7,0,1920,2,420,2009,95000
652,78,11419,7,1948,,699,801,1527,1,6,1,1948,2,410,2009,152500
653,60,9600,5,1950,,1200,1200,1200,1,6,0,1950,1,246,2009,129900
654,50,8000,6,1948,,972,972,972,1,5,1,1948,1,240,2009,132000
655,53,5470,3,1958,,792,792,792,1,4,0,1958,1,366,2009,99900
656,60,10410,5,1916,,660,808,1656,2,8,0,1916,1,180,2009,135000
657,60,10800,5,1939,,676,676,1352,2,7,0,1939,2,720,2009,149000
658,80,8146,4,1900,,405,717,1039,1,6,0,1940,1,281,2009,114000
659,52,9022,5,1924,,768,792,792,1,5,0,1924,1,240,2009,109500
660,60,10230,5,1925,,1054,1078,1078,1,6,0,1987,1,264,2009,125000
661,60,10410,4,1915,,1313,1313,2377,2,8,1,1954,2,528,2009,142900
662,60,7200,7,1910,,560,930,1690,2,5,0,2008,2,624,2009,156500
663,90,5400,2,1940,,416,599,599,1,4,0,,0,0,2009,59000
664,90,5400,4,1920,,840,840,1374,1,6,0,1967,1,338,2009,105000
665,60,10800,5,1920,,720,846,846,1,4,0,1980,2,576,2009,106000
666,60,10800,3,1890,,630,725,725,1,4,0,1959,1,320,2009,78500
667,81,9671,6,1969,480,1248,1248,2544,2,12,0,1969,3,907,2009,190000
668,83,10143,6,1963,295,1380,1380,1380,1,6,0,1963,1,364,2009,154000
669,77,11500,6,1967,,1040,1040,1040,1,6,1,1967,2,480,2009,163000
670,91,11643,5,1969,368,1248,1338,2634,2,12,0,1969,4,968,2009,200000
671,62,8010,6,1958,,951,951,951,1,6,0,1985,2,480,2009,143500
672,90,10454,6,1957,143,1105,1105,1105,1,5,0,1957,1,308,2009,135000
673,64,8712,5,1957,,992,1306,1306,1,5,0,1968,1,756,2009,153000
674,,17600,6,1960,30,1478,1478,1478,2,6,2,1960,2,498,2009,157500
675,80,9000,6,1958,82,160,1142,1142,1,5,1,1958,1,384,2009,113500
676,60,12144,5,1949,,832,1036,1268,1,6,1,1949,1,288,2009,133000
677,60,8544,3,1950,,0,1040,1040,2,6,0,1987,2,400,2009,92900
678,60,8064,6,1950,,795,765,1133,1,5,0,1989,2,900,2009,128500
679,60,7200,4,1949,,0,1040,1040,2,6,0,1956,2,420,2009,90000
680,60,7200,5,1950,,1208,1136,1904,1,7,0,1950,1,240,2009,138000
681,71,7350,5,1958,,1041,1041,1041,1,6,0,1958,1,294,2009,128000
682,70,7560,5,1958,,1029,1339,1339,1,6,0,1958,1,294,2009,139000
683,60,7200,5,1952,,732,732,732,1,4,0,1952,1,240,2009,118900
684,80,8000,5,1959,,528,1183,1183,1,6,0,1959,1,288,2009,138000
685,70,7931,5,1959,,1148,1148,1148,1,6,0,1959,1,672,2009,132500
